  1.75773	-0.633737	,    2.5	   -0.5	-0.0025	      1	,0.742265	0.133737	
-2.23171	0.374389	,  -1.5	   0.5	0.0015	     1	, 0.73171	0.125611	
-1.23397	0.374154	,  -0.5	   0.5	0.0005	     1	,0.733971	0.125846	
-0.234984	 0.373482	,    0.5	    0.5	-0.0005	      1	,0.734983	0.126518	
0.764424	0.372636	,    1.5	    0.5	-0.0015	      1	,0.735575	0.127364	
 1.76283	0.372184	,    2.5	    0.5	-0.0025	      1	,0.737164	0.127816	
-2.22734	 1.38294	,  -1.5	   1.5	0.0015	     1	,0.727336	0.117061	
-1.22959	 1.38237	,  -0.5	   1.5	0.0005	     1	,0.729593	0.117628	
-0.230687	  1.38229	,    0.5	    1.5	-0.0005	      1	,0.730687	0.117714	
0.768548	 1.38057	,    1.5	    1.5	-0.0015	      1	,0.731451	0.119432	
1.76745	1.37889	,    2.5	    1.5	-0.0025	      1	,0.732553	0.121113	
-2.24181	-1.63899	,-1.5	-1.5	   0	   1	, 0.74181	0.138993	
-1.24386	-1.63849	,-0.5	-1.5	   0	   1	,0.743861	0.138494	
-0.245706	 -1.63851	, 0.5	-1.5	   0	   1	,0.745706	0.138508	
0.754055	-1.63895	, 1.5	-1.5	   0	   1	,0.745945	0.138945	
 1.75314	-1.64052	, 2.5	-1.5	   0	   1	,0.746862	0.140519	
 -2.23587	-0.632739	,-1.5	-0.5	   0	   1	,0.735867	0.132739	
 -1.23909	-0.632052	,-0.5	-0.5	   0	   1	,0.739089	0.132052	
-0.240568	-0.632387	, 0.5	-0.5	   0	   1	,0.740568	0.132387	
 0.759171	-0.633066	, 1.5	-0.5	   0	   1	,0.740829	0.133066	
  1.75817	-0.633363	, 2.5	-0.5	   0	   1	,0.741828	0.133363	
-2.23185	0.375199	,-1.5	 0.5	   0	   1	,0.731846	0.124801	
-1.23376	0.374299	,-0.5	 0.5	   0	   1	,0.733761	0.125701	
-0.234846	 0.373595	,0.5	0.5	  0	  1	,0.734846	0.126405	
0.764591	0.372753	,1.5	0.5	  0	  1	,0.735409	0.127247	
 1.76303	0.372218	,2.5	0.5	  0	  1	,0.736974	0.127782	
-2.22612	 1.38251	,-1.5	 1.5	   0	   1	,0.726122	0.117493	
-1.22888	 1.38207	,-0.5	 1.5	   0	   1	,0.728876	0.117926	
-0.230154	  1.38183	,0.5	1.5	  0	  1	,0.730154	0.118171	
0.768794	 1.38073	,1.5	1.5	  0	  1	,0.731206	0.119271	
 1.7675	1.37909	,2.5	1.5	  0	  1	,0.732497	0.120908	


2017/06/20 13:42:24.7931(c1CalibrationProcess)GENERIC_MESSAGE,Before,0	0	0	0	0	0	
2017/06/20 13:42:24.8031(c1CalibrationProcess)GENERIC_MESSAGE,After,  0.736506	  0.130913	 0.0396462	-0.0296838	-0.0589575	0.00227056	
2017/06/20 13:42:24.8031(c1CalibrationProcess)GENERIC_MESSAGE,Error Vector,  0.736506	  0.130913	 0.0396462	-0.0296838	-0.0589575	0.00227056	
2017/06/20 13:42:24.8031(c1CalibrationProcess)GENERIC_MESSAGE,Error Vector Norm,0.752006366654323
2017/06/20 13:44:58.6349(c1CalibrationProcess)GENERIC_MESSAGE,Average,0.00987013882237958
Deviation,0.00412658223543537
Count,121
Data Pairs,Real,Ideal,Error
-2.49816	-1.51213	,-2.5	-1.5	   0	   1	,-0.00183527	  0.0121324	
-2.49845	-1.51174	,   -2.5	   -1.5	-0.0015	      1	,-0.00155321	  0.0117457	
-1.50159	-1.50919	,   -1.5	   -1.5	-0.0015	      1	,0.00158971	0.00919304	
  -0.506	-1.50698	,   -0.5	   -1.5	-0.0015	      1	,0.00600049	0.00698254	
0.492431	-1.50688	,    0.5	   -1.5	-0.0015	      1	,0.00756928	0.00688344	
1.4888	-1.505	,    1.5	   -1.5	-0.0015	      1	, 0.0112021	0.00499933	
2.48683	-1.5038	,    2.5	   -1.5	-0.0015	      1	, 0.0131678	0.00379947	
 -2.49394	-0.504287	,   -2.5	   -0.5	-0.0005	      1	,-0.00605779	 0.00428727	
 -1.49735	-0.503287	,   -1.5	   -0.5	-0.0005	      1	,-0.00265287	 0.00328732	
  -0.5014	-0.501517	,   -0.5	   -0.5	-0.0005	      1	,0.00139957	 0.0015172	
 0.496294	-0.500559	,    0.5	   -0.5	-0.0005	      1	, 0.00370591	0.000559003	
  1.49374	-0.499489	,    1.5	   -0.5	-0.0005	      1	,  0.00626021	-0.000511186	
  2.49082	-0.497694	,    2.5	   -0.5	-0.0005	      1	, 0.00918465	-0.00230602	
-2.49048	0.503785	,  -2.5	   0.5	0.0005	     1	,-0.00952079	-0.00378518	
-1.49408	0.504747	,  -1.5	   0.5	0.0005	     1	,-0.00591522	 -0.0047477	
-0.495827	 0.504459	,  -0.5	   0.5	0.0005	     1	,-0.00417309	-0.00445911	
0.501383	0.505248	,   0.5	   0.5	0.0005	     1	,-0.00138334	-0.00524823	
  1.4983	0.506837	,   1.5	   0.5	0.0005	     1	,0.00170162	-0.0068375	
 2.49417	0.508271	,   2.5	   0.5	0.0005	     1	, 0.00582887	-0.00827117	
-2.4855	1.51063	,  -2.5	   1.5	0.0015	     1	,-0.0144968	-0.0106306	
-1.48934	  1.5122	,  -1.5	   1.5	0.0015	     1	,-0.0106568	 -0.012202	
-0.492208	  1.51328	,  -0.5	   1.5	0.0015	     1	,-0.00779171	 -0.0132829	
0.504962	 1.51272	,   0.5	   1.5	0.0015	     1	,-0.00496203	 -0.0127241	
1.50227	 1.5135	,   1.5	   1.5	0.0015	     1	,-0.00227074	 -0.0135024	
2.49879	1.51362	,   2.5	   1.5	0.0015	     1	,0.00121399	-0.0136233	
-2.49827	-1.51124	,   -2.5	   -1.5	-0.0025	      1	,-0.00172847	  0.0112424	
-1.50155	-1.50908	,   -1.5	   -1.5	-0.0015	      1	,0.00154823	0.00907858	
-0.505912	 -1.50701	,   -0.5	   -1.5	-0.0005	      1	,0.00591225	0.00701375	
0.491584	-1.50567	,   0.5	  -1.5	0.0005	     1	,0.00841597	0.00566785	
 1.48884	-1.50491	,   1.5	  -1.5	0.0015	     1	, 0.0111608	0.00490729	
 2.48694	-1.50416	,   2.5	  -1.5	0.0025	     1	, 0.0130615	0.00416065	
 -2.49399	-0.503587	,   -2.5	   -0.5	-0.0025	      1	,-0.00600763	 0.00358719	
 -1.49711	-0.503377	,   -1.5	   -0.5	-0.0015	      1	,-0.00288865	 0.00337744	
-0.501356	-0.501489	,   -0.5	   -0.5	-0.0005	      1	,0.00135664	0.00148882	
 0.496336	-0.500398	,   0.5	  -0.5	0.0005	     1	,  0.0036635	0.000398014	
  1.49372	-0.499186	,   1.5	  -0.5	0.0015	     1	,  0.00628139	-0.000814028	
  2.49033	-0.497165	,   2.5	  -0.5	0.0025	     1	, 0.00966473	-0.00283512	
-2.49024	0.504191	,   -2.5	    0.5	-0.0025	      1	,-0.00976021	-0.00419132	
-1.49346	0.504132	,   -1.5	    0.5	-0.0015	      1	,-0.00654193	-0.00413202	
-0.495798	 0.504393	,   -0.5	    0.5	-0.0005	      1	,-0.00420151	-0.00439323	
0.501325	0.505104	,   0.5	   0.5	0.0005	     1	, -0.0013253	-0.00510364	
 1.49821	0.506744	,   1.5	   0.5	0.0015	     1	, 0.00178789	-0.00674412	
 2.49408	0.508219	,   2.5	   0.5	0.0025	     1	,  0.0059214	-0.00821917	
-2.48514	 1.51105	,   -2.5	    1.5	-0.0025	      1	,-0.0148634	-0.0110487	
-1.48918	 1.51173	,   -1.5	    1.5	-0.0015	      1	,-0.0108155	-0.0117329	
-0.49182	 1.51341	,   -0.5	    1.5	-0.0005	      1	,-0.00817935	 -0.0134064	
0.505152	 1.51267	,   0.5	   1.5	0.0005	     1	,-0.00515273	 -0.0126732	
 1.5028	1.51286	,   1.5	   1.5	0.0015	     1	,-0.0027995	-0.0128562	
2.49891	1.51401	,   2.5	   1.5	0.0025	     1	,0.00108838	-0.0140054	
-2.49796	-1.51172	,  -2.5	  -1.5	0.0015	     1	,-0.00203564	  0.0117196	
-1.50165	-1.50858	,  -1.5	  -1.5	0.0015	     1	,0.00165344	0.00858036	
-0.505926	 -1.50674	,  -0.5	  -1.5	0.0015	     1	,0.00592579	0.00674265	
0.491601	-1.50548	,   0.5	  -1.5	0.0015	     1	, 0.0083994	0.00547739	
 1.48891	-1.50477	,   1.5	  -1.5	0.0015	     1	, 0.0110941	0.00476939	
2.48708	-1.5036	,   2.5	  -1.5	0.0015	     1	, 0.0129233	0.00359817	
 -2.49394	-0.503477	,  -2.5	  -0.5	0.0005	     1	,-0.00605545	 0.00347676	
   -1.497	-0.503209	,  -1.5	  -0.5	0.0005	     1	,-0.00299864	 0.00320943	
-0.501072	 -0.50136	,  -0.5	  -0.5	0.0005	     1	,0.00107207	0.00136018	
  0.49633	-0.500237	,   0.5	  -0.5	0.0005	     1	, 0.00366986	0.000237585	
  1.49399	-0.498971	,   1.5	  -0.5	0.0005	     1	, 0.00601078	-0.00102915	
  2.49113	-0.497565	,   2.5	  -0.5	0.0005	     1	, 0.00887338	-0.00243498	
 -2.4905	0.504604	,   -2.5	    0.5	-0.0005	      1	, -0.0095043	-0.00460415	
-1.49327	 0.50434	,   -1.5	    0.5	-0.0005	      1	, -0.0067334	-0.00434036	
-0.495717	 0.504686	,   -0.5	    0.5	-0.0005	      1	,-0.00428274	-0.00468608	
0.501404	 0.50547	,    0.5	    0.5	-0.0005	      1	,-0.00140387	-0.00547056	
 1.4985	0.50704	,    1.5	    0.5	-0.0005	      1	, 0.00149835	-0.00704063	
 2.49444	0.508519	,    2.5	    0.5	-0.0005	      1	, 0.00555764	-0.00851975	
-2.4846	1.51045	,   -2.5	    1.5	-0.0015	      1	,-0.0154012	-0.0104466	
-1.48892	 1.51179	,   -1.5	    1.5	-0.0015	      1	,-0.0110804	-0.0117951	
-0.491807	  1.51381	,   -0.5	    1.5	-0.0015	      1	,-0.00819283	  -0.013813	
0.505128	  1.5134	,    0.5	    1.5	-0.0015	      1	,-0.0051283	 -0.013396	
1.50291	1.51297	,    1.5	    1.5	-0.0015	      1	,-0.0029131	-0.0129734	
2.49928	1.51379	,    2.5	    1.5	-0.0015	      1	,0.000721815	  -0.013794	
-2.49788	 -1.5115	,  -2.5	  -1.5	0.0025	     1	,-0.0021209	 0.0114977	
-1.50129	-1.50865	,  -1.5	  -1.5	0.0015	     1	,0.00129017	0.00864828	
-0.505735	 -1.50676	,  -0.5	  -1.5	0.0005	     1	,0.00573529	0.00675521	
0.491897	-1.50535	,    0.5	   -1.5	-0.0005	      1	,0.00810284	0.00535118	
 1.48932	-1.50474	,    1.5	   -1.5	-0.0015	      1	, 0.0106803	0.00474475	
  2.4875	-1.50352	,    2.5	   -1.5	-0.0025	      1	, 0.0125001	0.00352184	
 -2.49375	-0.503831	,  -2.5	  -0.5	0.0025	     1	,-0.00624988	 0.00383132	
   -1.497	-0.502871	,  -1.5	  -0.5	0.0015	     1	,-0.00299595	 0.00287135	
 -0.50123	-0.501124	,  -0.5	  -0.5	0.0005	     1	,0.00122991	0.00112391	
 0.496454	-0.499873	,    0.5	   -0.5	-0.0005	      1	,  0.00354616	-0.000127157	
  1.49413	-0.498994	,    1.5	   -0.5	-0.0015	      1	, 0.00586905	-0.00100645	
  2.49106	-0.496806	,    2.5	   -0.5	-0.0025	      1	,  0.0089351	-0.00319401	
-2.49074	0.504601	,  -2.5	   0.5	0.0025	     1	,-0.00926213	-0.00460061	
-1.49335	0.504707	,  -1.5	   0.5	0.0015	     1	,-0.0066505	-0.0047066	
-0.496111	 0.505807	,  -0.5	   0.5	0.0005	     1	, -0.0038883	-0.00580653	
0.501654	0.505698	,    0.5	    0.5	-0.0005	      1	,-0.00165376	-0.00569767	
 1.49863	0.506981	,    1.5	    0.5	-0.0015	      1	,  0.0013667	-0.00698103	
 2.49473	0.508522	,    2.5	    0.5	-0.0025	      1	,  0.0052679	-0.00852204	
-2.48537	 1.51134	,  -2.5	   1.5	0.0025	     1	,-0.0146268	-0.0113403	
-1.48945	 1.51185	,  -1.5	   1.5	0.0015	     1	,-0.0105445	 -0.011855	
-0.491592	  1.51325	,  -0.5	   1.5	0.0005	     1	,-0.00840744	 -0.0132526	
0.505064	 1.51268	,    0.5	    1.5	-0.0005	      1	,-0.00506397	 -0.0126813	
1.50277	1.51295	,    1.5	    1.5	-0.0015	      1	,-0.00277288	 -0.0129475	
2.49899	1.51367	,    2.5	    1.5	-0.0025	      1	,0.00101086	-0.0136733	
-2.49794	-1.51198	,-2.5	-1.5	   0	   1	,-0.00206241	  0.0119818	
-1.50142	-1.50897	,-1.5	-1.5	   0	   1	,0.00142168	0.00896748	
-0.50592	-1.50673	,-0.5	-1.5	   0	   1	,0.00591956	 0.0067281	
0.491667	-1.50563	, 0.5	-1.5	   0	   1	,0.00833298	0.00563346	
 1.48897	-1.50471	, 1.5	-1.5	   0	   1	, 0.0110316	0.00471077	
 2.48696	-1.50363	, 2.5	-1.5	   0	   1	, 0.0130395	0.00362902	
 -2.49341	-0.504589	,-2.5	-0.5	   0	   1	,-0.00658842	 0.00458895	
 -1.49726	-0.502993	,-1.5	-0.5	   0	   1	,-0.00273996	 0.00299295	
-0.501226	-0.501251	,-0.5	-0.5	   0	   1	,0.00122582	0.00125086	
 0.496359	-0.500214	, 0.5	-0.5	   0	   1	, 0.00364058	0.000213629	
  1.49383	-0.499019	, 1.5	-0.5	   0	   1	,  0.00617079	-0.000981307	
  2.49127	-0.497931	, 2.5	-0.5	   0	   1	, 0.00873186	-0.00206895	
-2.49063	  0.5044	,-2.5	 0.5	   0	   1	,-0.00936939	-0.00439966	
-1.49299	0.503874	,-1.5	 0.5	   0	   1	,-0.00700524	-0.00387379	
-0.495744	  0.50463	,-0.5	 0.5	   0	   1	,-0.00425642	 -0.0046299	
 0.50157	0.505368	,0.5	0.5	  0	  1	,-0.00157034	 -0.0053677	
 1.49869	0.506835	,1.5	0.5	  0	  1	, 0.00130586	-0.00683455	
 2.49451	0.508196	,2.5	0.5	  0	  1	, 0.00548867	-0.00819564	
-2.485	1.5108	,-2.5	 1.5	   0	   1	,    -0.015	-0.0108024	
-1.48959	 1.51192	,-1.5	 1.5	   0	   1	,-0.0104086	-0.0119216	
-0.491619	  1.51267	,-0.5	 1.5	   0	   1	,-0.00838145	 -0.0126701	
0.505465	 1.51214	,0.5	1.5	  0	  1	,-0.00546543	 -0.0121401	
1.50282	1.51283	,1.5	1.5	  0	  1	,-0.00281625	 -0.0128253	
2.49912	1.51383	,2.5	1.5	  0	  1	,0.000883919	 -0.0138259	


2017/06/20 13:45:00.1490(c1CalibrationProcess)GENERIC_MESSAGE,Before,  0.736506	  0.130913	 0.0396462	-0.0296838	-0.0589575	0.00227056	
2017/06/20 13:45:00.1500(c1CalibrationProcess)GENERIC_MESSAGE,After,    0.73627	   0.128426	  0.0396587	-0.00288426	  0.0223274	  0.0018938	
2017/06/20 13:45:00.1500(c1CalibrationProcess)GENERIC_MESSAGE,Error Vector,-0.000240432	 -0.00248599	-4.70429E-05	   0.0268756	   0.0812602	  0.00204006	
2017/06/20 13:45:00.1500(c1CalibrationProcess)GENERIC_MESSAGE,Error Vector Norm,0.0856500133053758
2017/06/20 13:49:30.5174(c1CalibrationProcess)GENERIC_MESSAGE,Average,0.00816188235480038
Deviation,0.00365521884576259
Count,121
Data Pairs,Real,Ideal,Error
-2.50028	-1.51497	,-2.5	-1.5	   0	   1	,0.000276892	  0.0149674	
-2.50029	-1.51499	,   -2.5	   -1.5	-0.0015	      1	,0.000286036	  0.0149948	
-1.50226	-1.51189	,   -1.5	   -1.5	-0.0015	      1	,0.0022553	0.0118907	
-0.504217	 -1.50894	,   -0.5	   -1.5	-0.0015	      1	,0.00421721	 0.0089359	
0.495409	-1.50788	,    0.5	   -1.5	-0.0015	      1	,0.00459147	0.00787993	
1.49443	-1.5071	,    1.5	   -1.5	-0.0015	      1	,0.00557071	0.00710058	
 2.49407	-1.50685	,    2.5	   -1.5	-0.0015	      1	,0.00593369	0.00685018	
 -2.49619	-0.508436	,   -2.5	   -0.5	-0.0005	      1	,-0.00380862	 0.00843614	
 -1.49898	-0.506056	,   -1.5	   -0.5	-0.0005	      1	,-0.00102089	 0.00605646	
-0.501127	-0.503829	,   -0.5	   -0.5	-0.0005	      1	,0.00112688	0.00382917	
 0.498385	-0.502569	,    0.5	   -0.5	-0.0005	      1	,0.00161512	0.00256914	
   1.4974	-0.501051	,    1.5	   -0.5	-0.0005	      1	,0.00260356	 0.0010514	
  2.49639	-0.499483	,    2.5	   -0.5	-0.0005	      1	,  0.00361022	-0.000516841	
-2.49276	0.497371	,  -2.5	   0.5	0.0005	     1	,-0.00723784	 0.00262894	
-1.49524	0.499962	,  -1.5	   0.5	0.0005	     1	,-0.00475627	3.77924E-05	
-0.497231	 0.502138	,  -0.5	   0.5	0.0005	     1	,-0.00276866	-0.00213818	
0.501696	0.502967	,   0.5	   0.5	0.0005	     1	, -0.0016959	-0.00296686	
 1.50038	0.504815	,   1.5	   0.5	0.0005	     1	,-0.000376421	 -0.00481542	
 2.49818	0.506081	,   2.5	   0.5	0.0005	     1	, 0.00181559	-0.00608106	
-2.48929	 1.50457	,  -2.5	   1.5	0.0015	     1	, -0.0107133	-0.00456599	
-1.49329	 1.50863	,  -1.5	   1.5	0.0015	     1	, -0.0067063	-0.00862988	
-0.494514	   1.5099	,  -0.5	   1.5	0.0015	     1	,-0.00548582	-0.00990305	
0.504249	 1.51053	,   0.5	   1.5	0.0015	     1	,-0.00424911	 -0.0105313	
1.50304	1.51158	,   1.5	   1.5	0.0015	     1	,-0.00304312	  -0.011582	
2.50124	1.51198	,   2.5	   1.5	0.0015	     1	,-0.00124183	 -0.0119836	
-2.49992	-1.51509	,   -2.5	   -1.5	-0.0025	      1	,-7.77128E-05	   0.0150871	
-1.50178	-1.51217	,   -1.5	   -1.5	-0.0015	      1	,0.00177864	  0.012173	
-0.504358	 -1.50963	,   -0.5	   -1.5	-0.0005	      1	,0.00435841	0.00963195	
0.495295	-1.50835	,   0.5	  -1.5	0.0005	     1	, 0.0047051	0.00834664	
 1.49421	-1.50757	,   1.5	  -1.5	0.0015	     1	,0.00578496	0.00756911	
 2.49398	-1.50727	,   2.5	  -1.5	0.0025	     1	,0.00601696	0.00727047	
 -2.49632	-0.508591	,   -2.5	   -0.5	-0.0025	      1	,-0.00368163	  0.0085908	
 -1.49915	-0.506104	,   -1.5	   -0.5	-0.0015	      1	,-0.000848134	   0.0061036	
